gene	log2fc	pval
ENSG00000005436	-0.4479743346561982	1.0674952951496852e-08
ENSG00000005448	0.34153918679622564	9.664432976360077e-06
ENSG00000005469	0.3130512516540058	3.479084344743694e-07
ENSG00000005483	0.1206904583068642	0.13241794541585616
ENSG00000005486	-0.06239207583925577	0.2932492163102445
ENSG00000005700	-0.7559577786715685	3.575843583527599e-14
ENSG00000005801	-0.4607189609882578	0.2167832167832168
ENSG00000005810	-0.13255162047258295	6.531935446420411e-05
ENSG00000005812	-0.33835804348106535	0.0119961053166838
ENSG00000005844	0.34064956079565434	0.0004920479190253648
ENSG00000005882	-1.1347694079708788	1.2300937006469528e-14
ENSG00000005884	0.6899364410928257	1.0963992616114029e-11
ENSG00000005889	-0.8959444165112629	0.06666666666666667
ENSG00000005893	0.8644188374280262	3.6354689143443846e-10
ENSG00000005961	-0.07312180615580388	0.3912830824324791
ENSG00000006007	-0.05909985754122005	0.48871888900722493
ENSG00000006025	-0.08269391479292665	0.2588529573911672
ENSG00000006047	-0.7294097336854257	0.16839692203854006
ENSG00000006071	-0.17780576386789804	0.4727233102519144
ENSG00000006118	0.12381786174790577	0.20285665025545718
ENSG00000006125	0.4674903682742375	2.3749558874673965e-11
ENSG00000006128	-0.363162465010582	0.22527472527472528
ENSG00000006194	-0.29005796712367804	0.15283797729618162
ENSG00000006282	-0.5792638139850865	1.2206429665548774e-09
ENSG00000006327	0.6132091184676014	3.7293923513409237e-06
ENSG00000006451	0.1350123250985753	0.07662513184492546
ENSG00000006453	0.9485635263092185	9.17409313392292e-19
ENSG00000006530	0.011626926366368195	0.8335558933721322
ENSG00000006534	0.8219393264510835	1.8171666874383594e-14
ENSG00000006555	-0.059475209507034776	0.37318120075437
ENSG00000006607	0.08658389757658469	0.18094778971185344
ENSG00000006611	0.7781963500739089	1.3482826326341057e-07
ENSG00000006625	-0.2404440070014573	0.07389584931202194
ENSG00000006652	-1.4053664785830797	1.733248680131348e-11
ENSG00000006704	-0.3798282888287403	0.15998707175177765
ENSG00000006712	-0.024835157481255976	0.7948034199273442
ENSG00000006715	0.07517380180549083	0.05748412337153596
ENSG00000006740	-0.39126499172666485	0.0004214362930281962
ENSG00000006744	-0.28626296181199606	2.3656359781157687e-10
ENSG00000006747	0.7141593440848446	4.3301343964209795e-07
ENSG00000006756	-0.6746069430647452	3.150800761763588e-09
ENSG00000006757	0.10741027617144638	0.5772642927593039
ENSG00000006831	-0.16910418815991157	0.496969696969697
ENSG00000007047	-0.13215592708309742	0.19210001638550867
ENSG00000007062	0.4186035339429104	0.004569772964974592
ENSG00000007080	-0.2600197726762943	2.373319865214249e-08
ENSG00000007168	-0.10777610940761662	0.0016439897243743357
ENSG00000007202	-0.11787026637171394	0.019950590438163236
ENSG00000007216	-0.3082161457446517	0.1829004329004329
ENSG00000007237	0.44127124153797936	1.1007997445031751e-05
ENSG00000007255	-0.46534426456514666	8.04475099996971e-06
ENSG00000007306	0.9435385495909294	1.332007243709466e-07
ENSG00000007350	0.06684008639433969	0.8636363636363636
ENSG00000007376	-0.2646004468877621	0.4121212121212121
ENSG00000007384	0.2885380902430441	0.0022398266556136284
ENSG00000007392	0.2161075498827003	0.008698819595549542
ENSG00000007402	-0.8370073265465656	1.910803082682401e-10
ENSG00000007520	0.1196896924955233	0.09859932908478444
ENSG00000007541	-0.2592504403552027	0.2547317646066901
ENSG00000007866	0.49799523626592546	4.3301343964209795e-07
ENSG00000007923	-0.15337314855212014	0.1601930705853718
ENSG00000007933	-0.2554065281119833	0.06199640216678007
ENSG00000008018	0.4889577223322874	1.5044538818196484e-11
ENSG00000008056	-1.015379970638591	3.2915915363088418e-15
ENSG00000008083	0.21524876762878975	0.9494505494505494
ENSG00000008086	0.31680276255359274	0.03366908167453593
ENSG00000008128	0.1723287056277485	0.11929591763091243
ENSG00000008130	0.5739731990927908	3.779093075864839e-11
ENSG00000008256	0.09686053160521979	0.19411337718644162
ENSG00000008277	0.5103601084024838	0.0005165952769644894
ENSG00000008282	-0.020484711802819078	0.6426623713797366
ENSG00000008283	-1.5272277136551757	3.0716399408386673e-07
ENSG00000008294	-0.4074224458446345	2.9341987444544113e-10
ENSG00000008311	-0.9022362699825841	2.2327087484456852e-18
ENSG00000008324	-0.17777577624078233	0.5058177117000646
ENSG00000008382	-0.13305042478939555	0.21181683847361565
ENSG00000008394	-0.7105420521133681	2.2528383829428665e-05
ENSG00000008438	0.801584515048809	0.00017207347109614527
ENSG00000008441	-0.23218652737843115	0.000744364493044797
ENSG00000008513	0.1301973562966694	0.2246368236529822
ENSG00000008516	0.7112281449824529	0.002196312443154598
ENSG00000008517	0.20180942666669566	0.03859396463602877
ENSG00000008838	0.01542598161323383	0.29664698792617217
ENSG00000008869	-0.21477238534101417	7.915393121225426e-05
ENSG00000008952	-0.7305280399034721	5.618033445377585e-07
ENSG00000008988	-0.6645319964136611	7.94713496637227e-09
ENSG00000009307	-0.17818245436576774	6.359187865228765e-09
ENSG00000009335	0.2677408106608148	1.6326471013712265e-07
ENSG00000009413	-0.9949334987281873	0.043765540333046055
ENSG00000009724	-0.13659407215192232	0.41383047643330395
ENSG00000009765	0.014771025668810722	0.7619639027851384
ENSG00000009780	-0.19454345710909493	0.02742952172968103
ENSG00000009790	0.2805344698050902	0.0008270904851681822
ENSG00000009830	-0.6146417885478037	0.0012692793217046123
ENSG00000009844	0.4131291668610366	1.189374344751586e-09
ENSG00000009954	0.012091617670062504	0.3765526228737246
ENSG00000010017	0.007695139270175844	0.624879150846561
ENSG00000010072	-0.9248717693801503	0.14789766744294366
ENSG00000010165	-0.17169216710773227	0.0005155107298759038
ENSG00000010244	-0.14113459278645024	0.00042083524792184364
ENSG00000010256	0.1748141136232313	0.04042139956987062
ENSG00000010278	0.2944609868254169	0.001214837680051155
ENSG00000010292	0.4901147310327616	1.5049115664511994e-06
ENSG00000010322	-0.13693755396015206	0.01968062068511217
ENSG00000010327	0.28113433540201527	2.7594418855185613e-05
ENSG00000010404	0.12406676400196304	0.03295413840548805
ENSG00000010438	-2.5147800269108878	1.3803584465654895e-11
ENSG00000010610	0.18907977175163282	0.09136044494662207
ENSG00000010671	0.6110120486082771	2.3890853464437273e-07
ENSG00000010704	0.35495035036159095	0.0001525244150916727
ENSG00000010803	-0.9588053109897494	2.026958548697679e-05
ENSG00000010810	0.21827321445101688	0.008373492295356971
ENSG00000010818	-0.18240538088684133	0.20171138560905333
ENSG00000010932	-0.4067657086419594	0.00021535790765899934
ENSG00000011007	-0.951844097195039	7.352209667284521e-17
ENSG00000011009	0.23791553275848898	5.556548481826914e-08
ENSG00000011021	0.08620937409813756	0.6216030271757825
ENSG00000011028	0.657348360336254	1.4619210482549633e-11
ENSG00000011105	-0.0770267191334284	0.15773070989438942
ENSG00000011132	-0.30665201180572765	0.028077441250812053
ENSG00000011143	-0.18158957136597564	0.4126984126984127
ENSG00000011198	-0.2915621454414641	0.06395875673634761
ENSG00000011201	0.7488467585713892	1.3569051260029503e-07
ENSG00000011243	-0.07160740276399125	0.034700575334563076
ENSG00000011258	-0.42638565079726476	0.18794851976259663
ENSG00000011260	-0.21774347352088697	8.631950963235408e-05
ENSG00000011275	-0.3282533974727464	0.002657540027597175
ENSG00000011295	-0.47748123611697935	1.4371643125170013e-05
ENSG00000011304	-0.06631670466991935	0.046007959138606155
ENSG00000011347	-0.42217090558741077	0.028618726532797147
ENSG00000011376	-0.3344792451228322	1.8684778898162458e-07
ENSG00000011405	0.03823576796417072	0.24144108257561459
ENSG00000011422	0.9603195090217085	1.0504752666459142e-15
ENSG00000011426	0.9406532291037806	1.0420352957184256e-10
ENSG00000011451	0.06806819519137619	0.09073201769479895
ENSG00000011454	0.027275463314246906	0.7597173233165314
ENSG00000011465	0.604977819498977	2.7079656153774633e-06
ENSG00000011478	-0.43781221333434317	0.004920006678153529
ENSG00000011485	0.3651357367042216	1.1588871188305543e-09
ENSG00000011523	-0.8452507243191221	9.07909563577777e-18
ENSG00000011566	-0.11368471867763574	0.0024025311431929235
ENSG00000011600	0.8981194807795383	1.1593088732287919e-07
ENSG00000011638	0.5685551313757351	8.224331489611396e-07
ENSG00000012048	-0.030914917316508195	0.8000877602461636
ENSG00000012061	0.3758101586251499	6.070500598652014e-05
ENSG00000012124	-0.8598216786610564	0.0038666647362299534
ENSG00000012171	-0.4032421684351988	0.0003721434364486714
ENSG00000012223	0.651890609356899	0.2388703084355258
ENSG00000012232	0.21644954060520405	0.28207791905653623
ENSG00000012660	0.21143992975752468	0.12310608396207824
ENSG00000012779	0.6995087491911285	2.0615080177113404e-15
ENSG00000012822	0.14206031142567	0.0021784326199546958
ENSG00000012963	-0.0608497906867953	0.02450253151987272
ENSG00000012983	0.5843208111084373	2.2801631887560364e-17
ENSG00000013016	0.4729827503895905	6.81881707022901e-07
ENSG00000013275	0.03282059449412955	0.19346691881488776
ENSG00000013288	-0.5817270514879915	1.206292807290259e-08
ENSG00000013293	-0.5049093253249186	0.12637362637362637
ENSG00000013364	0.6495357879099473	1.5932857760103514e-17
ENSG00000013374	0.011950078236949935	0.7883908645083231
ENSG00000013375	-0.4742702727439223	1.5219899362933755e-06
ENSG00000013392	-0.4478027971578147	0.024455936220642106
ENSG00000013441	-0.616874252876336	0.002249537915585985
ENSG00000013503	-0.2553503327409139	7.514316276030443e-08
ENSG00000013523	-0.23536101384669905	0.04641839310361719
ENSG00000013561	-0.16514525485440856	0.0010647852625267006
ENSG00000013563	0.17253427656106624	0.05618872423552916
ENSG00000013573	0.18689460325667184	0.21782696199322316
ENSG00000013583	-0.3483065356357571	1.7352177411645422e-05
ENSG00000013588	1.308695880059588	3.5215927946603614e-16
ENSG00000013725	-0.02203611845451192	1.0
ENSG00000013810	0.420558995327287	0.00010978402865376545
ENSG00000014123	-0.5004697899183022	3.25695717858146e-07
ENSG00000014138	-0.2658721664539456	0.9222636250562741
ENSG00000014164	0.6745131670338509	0.030077667701302102
ENSG00000014216	0.3155739086594558	4.483631314499304e-09
ENSG00000014257	0.23944099489791526	0.006031608139237663
ENSG00000014641	0.0019254212003509963	0.5421113055856485
ENSG00000014824	0.057889497410954505	0.4207029833342387
ENSG00000014914	0.15922249021608081	0.041207275623390584
ENSG00000014919	-0.24806663188285683	0.007911454376467944
ENSG00000015133	-0.2523288682207898	0.002302802408276816
ENSG00000015153	-0.3647812711095355	0.006214778420040051
ENSG00000015171	-0.4306943402158616	5.79554605223745e-13
ENSG00000015285	0.3516287871625785	1.7029490680687246e-05
ENSG00000015413	-0.5911132962295227	9.080910264180866e-06
ENSG00000015520	-0.11744294269729139	0.5109881422924901
ENSG00000015532	-0.09481957890465154	0.43382468193845114
ENSG00000015676	0.4047911980340153	9.887304129733379e-14
ENSG00000016391	-0.64805221361215	3.834905151788702e-10
ENSG00000016402	-0.28982254565907795	0.0005304044540461181
ENSG00000016490	0.1217216388030593	0.8400568851302858
ENSG00000016602	0.49315924735177674	0.7662488879880184
ENSG00000016864	-0.025895628735678855	0.6546335040132796
ENSG00000017260	0.5342784848484889	9.716336642430768e-13
ENSG00000017427	-0.1923313472450019	0.6870468661773009
ENSG00000017483	-1.8987097354684863	1.0911785826483348e-11
ENSG00000017797	-0.20641897705157675	4.219558941739691e-06
ENSG00000018189	-0.09136786090593318	0.03063588133123842
ENSG00000018236	0.023702152436204216	0.7787989873457799
ENSG00000018280	-0.5039271391238458	0.04284346893042545
ENSG00000018408	0.12529432144591723	0.06931111207649762
ENSG00000018510	0.572025130371177	3.224886893990036e-18
ENSG00000018610	-0.03855386656573856	0.2283259240637443
ENSG00000018625	-0.4820806677207763	9.572744988615487e-05
ENSG00000018699	-0.14935195222202324	0.0014043241193077052
ENSG00000019102	0.9783438290349054	9.773184516282376e-07
ENSG00000019144	0.38793434227570245	7.27142805479129e-07
ENSG00000019169	0.7186414937075476	3.306057297589688e-05
ENSG00000019186	-0.03207298378528378	0.40042913608131
ENSG00000019485	-0.2814332719463941	0.0983905483155858
ENSG00000019505	0.5458239278780788	9.556958810329209e-05
ENSG00000019549	0.21781941484963596	0.21497490111523976
ENSG00000019582	0.42272080756485053	9.080910264180866e-06
ENSG00000019991	0.48562547199325934	8.631950963235408e-05
ENSG00000020129	0.4632376136022458	4.54331197820597e-11
ENSG00000020181	-0.19189259380666357	0.03392447089864194
ENSG00000020256	-0.13276099095421046	0.020401868149516625
ENSG00000020426	-0.026536650551818752	0.6015052490166353
ENSG00000020577	0.49190646828269635	1.2462901279415315e-05
ENSG00000020633	0.044355705410467294	0.417749468181281
ENSG00000020922	-0.008586212006235883	0.885845409359862
ENSG00000021355	0.01719616497607035	0.9452597360400462
ENSG00000021574	0.22097197546995773	4.7494992087572944e-05
ENSG00000021762	-0.084437965866897	0.430509407580687
ENSG00000021776	-0.22233564867760336	3.2498818019906876e-06
ENSG00000021826	-0.013916836370555075	0.5122120710764757
ENSG00000021852	0.7033152719604558	3.266508651405378e-10
ENSG00000022267	0.19877859368367012	0.013840349764755787
ENSG00000022277	-0.11535800090701542	0.018613223509427117
ENSG00000022556	-0.057866454489452934	0.33951000478216353
ENSG00000022840	-0.2619251953221813	0.015343834114878552
ENSG00000023041	0.039764226099947564	0.9658385386987796
ENSG00000023171	0.2702440532477546	0.016938117335008267
ENSG00000023191	0.5334635148834153	6.176308953240247e-11
ENSG00000023228	-0.501913616254285	6.692964083323971e-08
ENSG00000023287	-0.2273359649182467	1.8355562791958665e-05
ENSG00000023318	-0.4548915744463429	1.3021154042210492e-07
ENSG00000023330	0.244210380642798	0.031714563497550786
ENSG00000023445	-0.1605433846642299	1.0
ENSG00000023516	-0.0009208831668061634	0.42794185770877313
ENSG00000023572	0.7362903735468578	0.020702513477289738
ENSG00000023697	0.16943546010228872	0.012906168797182451
ENSG00000023734	-0.08408677649272533	0.0527376725754724
ENSG00000023839	-0.5995958005232964	0.0038909681302578356
ENSG00000023892	0.2797439204059806	1.4925662157151654e-05
ENSG00000023902	0.08997465284535267	0.1261999840672004
ENSG00000023909	0.11910577977187486	0.030958236086904015
ENSG00000024048	-0.2297307309411245	4.948154702246751e-06
ENSG00000024422	0.1661256456839162	0.01081045662739508
ENSG00000024862	-0.6006433358667316	1.2868765899217633e-15
ENSG00000025293	-0.5201232511664422	0.2572389851810263
ENSG00000025708	0.8164965838679379	1.2002876413772277e-12
ENSG00000025770	-0.3142872759333244	0.034836330547427095
ENSG00000025772	0.17259009505334078	0.0014874761962627267
ENSG00000025796	-0.8881973504984124	4.672321358940423e-11
ENSG00000025800	-0.04505187069721117	0.6972191485395443
ENSG00000026025	0.7962260099097733	8.954911171455997e-12
ENSG00000026103	0.3021671707826492	0.00031845435311245597
ENSG00000026297	0.5879698176711088	3.733887319564153e-10
ENSG00000026508	0.14333467599466232	0.09477252366130548
ENSG00000026652	-0.1453254854270476	0.7138634260269254
ENSG00000026950	0.00775187189373483	1.0
ENSG00000027001	-0.17625241166269845	0.002271114566460635
ENSG00000027075	0.09717241755408779	0.31932083094168817
ENSG00000027697	0.18405070381346533	0.02393998953787242
ENSG00000027847	-0.2296623319208173	0.03291510536952252
ENSG00000027869	-0.3596306919662702	0.15414531398938877
ENSG00000028116	-0.024803310619873287	0.5728564712712656
ENSG00000028203	-0.004998332184484866	0.6740637052586181
ENSG00000028277	-0.09585754096975663	0.7202178479942996
ENSG00000028310	0.11483642657012894	0.18954844169736218
ENSG00000028528	0.324906977219122	2.208722004827e-08
ENSG00000028839	-0.2367959021740802	0.07039823531642221
ENSG00000029363	-0.05196714507938793	0.03329727802663553
ENSG00000029364	-0.7750704394740247	5.756849949727945e-09
ENSG00000029534	-0.3769531995518882	0.006458651836016812
ENSG00000029639	-0.14320945006386054	0.059859884096711405
ENSG00000029725	0.034331451935312174	0.17163431818991803
ENSG00000029993	0.29623270327552476	0.0011627765145378118
ENSG00000030066	-0.045880642957683904	0.21882822245298594
ENSG00000030110	0.2478538436356139	0.034345754006712845
ENSG00000030419	-0.313808418033247	0.5166666666666666
ENSG00000030582	0.6522188853380477	1.6486580258156522e-14
ENSG00000031081	0.11001470484458054	0.02149973437837253
ENSG00000031691	0.3593470421836411	0.3833333333333333
ENSG00000031698	-0.4432548099039657	5.6151633966521214e-09
ENSG00000031823	-0.2000455023937917	1.5962498113062184e-07
ENSG00000032219	-0.3962030028438335	3.150800761763588e-09
ENSG00000032389	-0.032613142352065694	0.4401664155741143
ENSG00000032444	0.3030153759884726	1.0133038446795068e-07
ENSG00000032742	-0.19483130425607698	0.0007788299340251591
ENSG00000033011	-0.5821960803164821	1.085250337450355e-07
ENSG00000033030	-0.27891243440177504	4.191630329061094e-12
ENSG00000033100	0.43901995925043025	3.09054384893767e-08
ENSG00000033170	0.13237629996928746	0.08015172234752757
ENSG00000033178	0.38171085840048846	4.3282641826358376e-16
ENSG00000033327	-0.02395202969966803	0.48060352887666336
ENSG00000033627	0.1573600409310636	0.005069200316517431
ENSG00000033800	0.35071649591483833	0.003137259035813643
ENSG00000033867	0.2151333950689498	0.6927361190821673
ENSG00000034152	0.3413947228013967	7.010496793510809e-08
ENSG00000034510	0.520222422660801	8.404185383975579e-06
ENSG00000034533	0.16513003797546233	0.32252775865358785
ENSG00000034693	0.1717472940436764	0.00818176106476094
ENSG00000034713	-0.10651346286644525	0.23811362110722023
ENSG00000034971	0.3587303189283091	0.022533860769185916
ENSG00000035115	-0.20564654498210544	0.01732610917702899
ENSG00000035141	-0.7380629900570632	3.951995906701708e-12
ENSG00000035403	0.6934081920881567	6.164519422377653e-17
ENSG00000035664	0.027045483065819553	0.7575929340596023
ENSG00000035681	0.015613238651333461	0.8433115062437173
ENSG00000035687	0.5831949568302264	1.0647275753319456e-18
ENSG00000035720	-0.12249828454635647	0.7056088073298425
ENSG00000035862	0.8734145488805432	6.765945894022161e-14
ENSG00000035928	-0.6598817713429845	9.73782297533547e-17
ENSG00000036054	-0.2761569353933986	4.755461125972506e-06
ENSG00000036257	-0.06036290284435353	0.05123019393730133
ENSG00000036473	-0.9926511739114758	2.9417576394476822e-08
ENSG00000036549	-0.3277405022232962	0.00017733656145099328
ENSG00000036828	-0.9119472303717941	9.809596122155631e-08
ENSG00000037241	-0.7148605981771254	1.892590653219094e-09
ENSG00000037474	0.125169548968465	0.0008522476988242955
ENSG00000037637	-0.17464904460845787	0.1400983041776396
ENSG00000037757	0.23116221789416258	0.0013842167729265708
ENSG00000037897	-0.17869401626109038	0.05089074672173592
ENSG00000038002	-0.5736661134543226	4.4418296448753456e-11
ENSG00000038210	-0.019755199525484102	0.8115232966550845
ENSG00000038219	-0.12627320853675172	0.07525038893140235
ENSG00000038274	0.38889753011582684	9.102622505143746e-11
ENSG00000038358	0.14415965531877717	3.817655077963534e-06
ENSG00000038382	0.46652693385145483	6.765945894022161e-14
ENSG00000038427	1.2944699196691474	3.24773580863498e-14
ENSG00000038532	-0.29727515664941606	3.89498008227162e-06
ENSG00000038945	0.26608060659155086	0.003903852081905391
ENSG00000039068	-0.2414640079289221	0.0021784326199546958
ENSG00000039123	-0.07647765537034701	0.006458651836016812
ENSG00000039319	0.04923074227616553	0.08530933282846397
ENSG00000039523	0.34648652299400595	1.694813139697746e-08
ENSG00000039537	0.5178996510972418	1.085250337450355e-07
ENSG00000039560	0.7282416272709966	3.470258530543528e-18
ENSG00000039650	-0.02701518034632855	0.7470761936774952
ENSG00000040199	0.1445774635243886	0.8251773353402105
ENSG00000040275	0.024197190848028072	0.9441606469409496
ENSG00000040341	-0.3643724727029962	8.474987269649754e-10
ENSG00000040633	-0.26154669333061875	9.080910264180866e-06
ENSG00000040933	0.15141319823017696	0.001893966595990889
ENSG00000041353	-0.12024023539954243	0.06867563863383183
ENSG00000041357	0.10436363154000361	0.2036352950282595
ENSG00000041802	-0.35366325555498435	4.8293447820601993e-08
ENSG00000041982	1.2176562604540777	1.232224270445737e-13
ENSG00000042088	-0.2448371790265078	9.725175250536722e-05
ENSG00000042286	0.415519013662486	2.156360424474972e-08
ENSG00000042429	-0.5756644881060211	5.06310460461265e-06
ENSG00000042445	0.022156186657511512	0.7915953794618141
ENSG00000042493	0.9225424964163054	1.2441237689093573e-15
ENSG00000042753	0.07144723432824662	0.1390534615209038
ENSG00000042980	0.6978569198823656	3.403016318887894e-08
ENSG00000043093	0.1696326428173478	4.501488193403292e-05
ENSG00000043143	-0.23033847954970454	0.002092803685806964
ENSG00000043462	0.42710140431956134	0.0001618307883933606
ENSG00000043514	-0.40781310847637187	0.0010093323743185782
ENSG00000044090	-0.13968811986022445	0.007229402457557596
ENSG00000044115	-0.11671492378239634	0.02012232232651324
ENSG00000044446	-0.2698346495582449	4.14526531364016e-07
ENSG00000044459	-0.3749631693777893	0.18763232999488433
ENSG00000044524	-0.1860939878652026	0.14113509631430557
ENSG00000044574	-0.6808569195233822	1.1659655694546193e-10
ENSG00000046604	0.11793629149825335	0.5756920098969223
ENSG00000046647	0.5542761012831328	2.085192454161558e-06
ENSG00000046651	-0.40543416566774937	2.791526511152168e-06
ENSG00000046653	-0.2971505503149867	0.056275699746990614
ENSG00000046889	0.5909878150780656	0.036545780289432
ENSG00000047056	-0.3430960910656893	8.9895275192236e-09
ENSG00000047188	-0.045760872304171585	0.3502001942354852
ENSG00000047230	0.04043554538365868	0.9651490035971579
ENSG00000047249	0.26565876004475797	4.3301343964209795e-07
ENSG00000047315	0.056222525065827256	0.04249799885896208
ENSG00000047365	-0.04079675178238418	0.6276539090986869
ENSG00000047410	0.10524381326386845	0.0061404728009422874
ENSG00000047457	0.40906402513873275	1.3837269454422599e-05
ENSG00000047578	0.21754189519975853	0.025327056354288408
ENSG00000047579	0.3478415836911104	1.065883975806703e-06
ENSG00000047621	0.12735257877475803	0.0222187188330403
ENSG00000047644	0.2597999790087471	0.0005400130236603917
ENSG00000047648	-0.2833170481017717	0.03656078899787561
ENSG00000047849	0.374844377197018	1.9587064747065807e-08
ENSG00000047932	0.00988508538548416	0.9552008827846545
ENSG00000048028	-0.14489077538937778	0.0005907787124501761
ENSG00000048052	0.8921073357201905	0.0005142583335094868
ENSG00000048162	-0.2743972706742639	4.189864616209047e-05
ENSG00000048342	-0.04742665617568953	0.7538228971638583
ENSG00000048392	0.21648094353360392	0.0023673961541433694
ENSG00000048405	0.03450359974163675	0.6870907337837076
ENSG00000048471	0.17479308188013576	0.00013009900171646527
ENSG00000048544	-0.28626176989562424	4.2367271288368764e-07
ENSG00000048649	-0.062332951059154595	0.008913689496559485
ENSG00000048707	-0.04704415594510891	0.3152288716376441
ENSG00000048740	0.2679149512172856	0.0014453490857525674
ENSG00000048828	0.020928547907608674	0.4831963405166644
ENSG00000048991	0.29412572150272354	0.1751366031794961
ENSG00000049130	0.7551191747450936	7.189503585142155e-05
ENSG00000049167	-0.25296197875295334	0.0813369220293585
ENSG00000049239	0.6840394327825514	1.2300937006469528e-14
ENSG00000049245	1.1345354015968567	2.5859631389889787e-11
ENSG00000049246	-0.5048421165845234	6.765524557428538e-07
ENSG00000049283	-0.7515284653325018	2.0960104455361852e-08
ENSG00000049323	1.150523506463049	3.461585705064727e-19
ENSG00000049449	0.72937291531942	3.152246692686417e-11
ENSG00000049540	0.03229186093034997	0.5506864186954076
ENSG00000049541	0.12423039634191113	0.05428204863418428
ENSG00000049618	-0.17513510129148457	8.568699214011113e-06
ENSG00000049656	-0.8169501609867353	9.658139399866937e-10
ENSG00000049759	-0.4371899116738298	5.4283839698543694e-08
