gene,rna_lfc,rna_p,prot_lfc,prot_p,mut_freq,concordant,transcriptomic,proteomic,genomic,score
ENSG00000141338,-1.5695790476190474,5.046801228247668e-06,-1.250676122271155,5.783166945260148e-15,0.019047619047619,True,1.5695790476190474,1.250676122271155,0.019047619047619,0.9286347517730495
ENSG00000197915,-1.2591514285714285,9.004736260389968e-06,0.8799553859220381,0.4121212121212121,0.0285714285714285,False,1.2591514285714285,0.8799553859220381,0.0285714285714285,0.9268617021276595
ENSG00000149294,-2.3231847619047645,1.5332156847809413e-08,-0.9564035898002884,3.291399567236996e-15,0.019047619047619,True,2.3231847619047645,0.9564035898002884,0.019047619047619,0.9266843971631205
ENSG00000113389,1.6879704761904772,1.4732715515108945e-05,1.1343467274181125,5.506062239247632e-13,0.019047619047619,True,1.6879704761904772,1.1343467274181125,0.019047619047619,0.9261524822695035
ENSG00000133110,1.4590371428571416,0.000204258112726,1.2679080731089698,2.3571602819054748e-15,0.019047619047619,True,1.4590371428571416,1.2679080731089698,0.019047619047619,0.9257978723404254
ENSG00000133116,-1.1727323809523795,2.165628035809589e-06,0.878866684522901,0.0060847851013732,0.0285714285714285,False,1.1727323809523795,0.878866684522901,0.0285714285714285,0.9236702127659575
ENSG00000160957,1.164653333333332,2.718189675395081e-07,-1.844259579384552,0.0038688196020523,0.019047619047619,False,1.164653333333332,1.844259579384552,0.019047619047619,0.9218971631205672
ENSG00000138759,-1.3203466666666657,5.936676442544318e-05,-1.2353263214364816,9.785794775474704e-15,0.019047619047619,True,1.3203466666666657,1.2353263214364816,0.019047619047619,0.9204787234042553
ENSG00000066032,-2.012422857142857,9.392786573631748e-07,-0.5955409789038804,6.323964802639985e-06,0.0380952380952381,True,2.012422857142857,0.5955409789038804,0.0380952380952381,0.9151595744680849
ENSG00000150893,-1.2877066666666668,0.0003504214373957,-1.139246514655884,7.02381471916399e-12,0.019047619047619,True,1.2877066666666668,1.139246514655884,0.019047619047619,0.9149822695035461
ENSG00000186472,-1.2058142857142862,4.768574591534274e-06,-1.129509811362272,0.0047331602310561,0.019047619047619,True,1.2058142857142862,1.129509811362272,0.019047619047619,0.9110815602836879
ENSG00000141068,-1.4410104761904758,6.098659268104263e-08,-0.9065082996457932,3.707683663120003e-13,0.019047619047619,True,1.4410104761904758,0.9065082996457932,0.019047619047619,0.9084219858156026
ENSG00000117724,2.3521380952380966,6.344940055071246e-10,0.7287976362156492,1.0898764285458372e-05,0.019047619047619,True,2.3521380952380966,0.7287976362156492,0.019047619047619,0.9073581560283688
ENSG00000067842,-0.8624247619047611,0.0019099742668474,-2.096797945439537,0.0484848484848484,0.019047619047619,True,0.8624247619047611,2.096797945439537,0.019047619047619,0.9031028368794325
ENSG00000198959,1.156362857142856,5.979862850381644e-06,0.9700109845718146,2.9492817260812896e-14,0.019047619047619,True,1.156362857142856,0.9700109845718146,0.019047619047619,0.9004432624113474
ENSG00000147889,1.205581904761905,0.0308988187801354,0.6009760633451791,0.0194854725747174,0.2285714285714285,True,1.205581904761905,0.6009760633451791,0.2285714285714285,0.8994680851063829
ENSG00000121361,-1.081256190476191,1.230541611958145e-07,-1.0135364535720193,3.6983103344659408e-06,0.019047619047619,True,1.081256190476191,1.0135364535720193,0.019047619047619,0.8992021276595745
ENSG00000130226,-1.912113333333334,1.0122190218010184e-07,0.7230633781038307,0.2044929486531266,0.019047619047619,False,1.912113333333334,0.7230633781038307,0.019047619047619,0.8990248226950355
ENSG00000070182,-2.0912266666666657,1.0327313848155497e-08,-0.6660008604970038,2.8203258862963574e-06,0.019047619047619,True,2.0912266666666657,0.6660008604970038,0.019047619047619,0.8960106382978723
ENSG00000172572,-1.2186895238095214,9.171414299424e-09,-0.5956983925866126,2.6123078813931184e-12,0.0285714285714285,True,1.2186895238095214,0.5956983925866126,0.0285714285714285,0.8898049645390071
ENSG00000277363,-0.9851028571428566,0.0002174749785665,-0.917693628380878,1.437699799030889e-12,0.019047619047619,True,0.9851028571428566,0.917693628380878,0.019047619047619,0.8882092198581559
ENSG00000075340,-1.3031952380952383,8.31790942528293e-07,-0.7311169559987114,1.0963992616114027e-11,0.019047619047619,True,1.3031952380952383,0.7311169559987114,0.019047619047619,0.8853723404255318
ENSG00000083857,0.9068533333333306,1.2155553480335916e-08,0.6699505059562263,2.0256674848995503e-16,0.0285714285714285,True,0.9068533333333306,0.6699505059562263,0.0285714285714285,0.8828900709219858
ENSG00000171724,-1.1334857142857144,1.1487210892982683e-06,-0.7448638254537769,6.696566671333458e-12,0.019047619047619,True,1.1334857142857144,0.7448638254537769,0.019047619047619,0.8804078014184396
ENSG00000130635,0.7073847619047626,0.0058951676138137,1.147201393082142,1.396890571273964e-13,0.019047619047619,True,0.7073847619047626,1.147201393082142,0.019047619047619,0.8754432624113475
ENSG00000082438,-0.65119619047619,0.0001187574825635,-1.2168129446023883,9.73782297533547e-17,0.019047619047619,True,0.65119619047619,1.2168129446023883,0.019047619047619,0.8718971631205672
ENSG00000085563,-1.1724780952380964,1.8501048496030976e-06,-0.5129528227297264,0.0008658612297371,0.0285714285714285,True,1.1724780952380964,0.5129528227297264,0.0285714285714285,0.8683510638297872
ENSG00000138347,-0.677231428571428,0.1972326311593544,-1.019710914611384,0.0001261631262561,0.019047619047619,True,0.677231428571428,1.019710914611384,0.019047619047619,0.8667553191489361
ENSG00000165113,-1.3240447619047622,3.5525329128669893e-09,-0.5857289800265733,0.0088045546062201,0.019047619047619,True,1.3240447619047622,0.5857289800265733,0.019047619047619,0.863918439716312
ENSG00000136011,-1.8188590476190496,3.4402091123520595e-05,-0.5228462015391351,0.0576881850254078,0.019047619047619,True,1.8188590476190496,0.5228462015391351,0.019047619047619,0.8624999999999998
ENSG00000198838,-1.212449523809525,3.0727621370968678e-06,-0.4663252984350912,0.0012199581354458,0.0380952380952381,True,1.212449523809525,0.4663252984350912,0.0380952380952381,0.8619680851063829
ENSG00000135074,0.9097723809523774,3.9419337169285305e-06,0.7176281678052696,1.333696458715704e-06,0.019047619047619,True,0.9097723809523774,0.7176281678052696,0.019047619047619,0.8601950354609929
ENSG00000184347,-1.641173333333331,4.337333159639645e-06,-0.5292644562574687,6.359187865228765e-09,0.019047619047619,True,1.641173333333331,0.5292644562574687,0.019047619047619,0.8594858156028367
ENSG00000018625,-2.047434285714285,1.8509414599320967e-06,-0.4820806677207763,9.572744988615487e-05,0.019047619047619,True,2.047434285714285,0.4820806677207763,0.019047619047619,0.8534574468085105
ENSG00000225614,0.394604761904759,0.1029560765566765,-1.1339962742437422,2.1873987124968577e-05,0.0380952380952381,False,0.394604761904759,1.1339962742437422,0.0380952380952381,0.8513297872340426
ENSG00000132970,-1.1488676190476186,1.5535584039075055e-09,-0.5611054540205984,0.0085256590674547,0.019047619047619,True,1.1488676190476186,0.5611054540205984,0.019047619047619,0.8497340425531914
ENSG00000108821,0.6176304761904756,0.0406298468918017,0.8570980528076149,2.496763764764342e-10,0.019047619047619,True,0.6176304761904756,0.8570980528076149,0.019047619047619,0.8488475177304964
ENSG00000187690,-1.1928323809523809,0.0001841219643076,0.4343889811569994,0.0693833387858868,0.0285714285714285,False,1.1928323809523809,0.4343889811569994,0.0285714285714285,0.8476063829787234
ENSG00000164659,-1.2804685714285728,1.402556262660384e-06,0.5161528402032864,0.0082332891574698,0.019047619047619,False,1.2804685714285728,0.5161528402032864,0.019047619047619,0.8453014184397163
ENSG00000180263,0.9616895238095252,3.813940535923454e-09,0.5787650636976629,1.9694817986712158e-13,0.019047619047619,True,0.9616895238095252,0.5787650636976629,0.019047619047619,0.84281914893617
ENSG00000146197,0.6966838095238099,0.0032403891346983,0.6608879310039875,6.395391057057992e-06,0.019047619047619,True,0.6966838095238099,0.6608879310039875,0.019047619047619,0.8357269503546099
ENSG00000133083,-1.536595238095238,2.294334439819583e-07,-0.4295196861163397,0.0002565213675381,0.019047619047619,True,1.536595238095238,0.4295196861163397,0.019047619047619,0.8293439716312057
ENSG00000163554,-0.5841000000000003,0.0438477554104545,-0.7253161463859144,3.89498008227162e-06,0.019047619047619,True,0.5841000000000003,0.7253161463859144,0.019047619047619,0.8286347517730497
ENSG00000196569,-0.7906647619047593,0.0003667070567288,-0.442011453358095,3.497895805038764e-05,0.0285714285714285,True,0.7906647619047593,0.442011453358095,0.0285714285714285,0.8234929078014184
ENSG00000112902,-0.4727057142857127,0.002105096865265,-0.5963343259296501,0.0102928089757866,0.0380952380952381,True,0.4727057142857127,0.5963343259296501,0.0380952380952381,0.8204787234042552
ENSG00000186185,0.6237790476190455,1.0625638451948476e-05,0.5965296569169283,0.0233412605281029,0.019047619047619,True,0.6237790476190455,0.5965296569169283,0.019047619047619,0.815868794326241
ENSG00000177409,0.7407676190476202,4.301652179413254e-05,0.540891284230554,7.433630509349058e-10,0.019047619047619,True,0.7407676190476202,0.540891284230554,0.019047619047619,0.8151595744680851
ENSG00000126246,-0.578260952380953,0.0002702601887915,0.6282667273851743,0.0121867281880432,0.019047619047619,False,0.578260952380953,0.6282667273851743,0.019047619047619,0.8151595744680851
ENSG00000157423,-1.491603809523812,1.6117942469852758e-06,0.2989754859167277,0.3736882481506253,0.0380952380952381,False,1.491603809523812,0.2989754859167277,0.0380952380952381,0.8137411347517731
ENSG00000105675,-2.2832647619047624,5.8628228285650646e-05,-0.3413518814224527,0.0523450632731632,0.019047619047619,True,2.2832647619047624,0.3413518814224527,0.019047619047619,0.813386524822695
ENSG00000226321,-0.373229523809524,0.0872243135213545,-1.1994005461835435,0.0019229055274802,0.019047619047619,True,0.373229523809524,1.1994005461835435,0.019047619047619,0.8119680851063829
ENSG00000163618,-1.7138361904761883,2.7176729251160216e-07,-0.360128236808162,0.0008522476988242,0.019047619047619,True,1.7138361904761883,0.360128236808162,0.019047619047619,0.811613475177305
ENSG00000133703,0.6853390476190491,9.466937449075705e-08,0.4144081036433782,3.1165471032598095e-07,0.961904761904762,True,0.6853390476190491,0.4144081036433782,0.961904761904762,0.8113475177304965
ENSG00000142449,-0.3844257142857143,0.1563434838995498,0.6413611464295812,5.356211493104849e-06,0.0571428571428571,False,0.3844257142857143,0.6413611464295812,0.0571428571428571,0.8083333333333332
ENSG00000142347,-0.5265695238095223,0.0006537824060929,0.6338528356128244,1.752261257598656e-09,0.019047619047619,False,0.5265695238095223,0.6338528356128244,0.019047619047619,0.8073581560283687
ENSG00000136111,-0.6618495238095221,5.691261059059737e-08,-0.5353986349790532,2.2801631887560364e-17,0.019047619047619,True,0.6618495238095221,0.5353986349790532,0.019047619047619,0.8062943262411346
ENSG00000140691,-0.3232542857142855,0.0021056621906274,1.6427036963414636,3.822501277531477e-08,0.019047619047619,False,0.3232542857142855,1.6427036963414636,0.019047619047619,0.8045212765957446
ENSG00000165124,-1.2835819047619026,2.250461517095427e-06,0.3014527923116183,0.0001788142831188,0.0285714285714285,False,1.2835819047619026,0.3014527923116183,0.0285714285714285,0.8025709219858156
ENSG00000204983,-6.273119999999999,1.4211533946141607e-05,-2.750904923697444,1.9983870782450064e-12,0.0095238095238095,True,6.273119999999999,2.750904923697444,0.0095238095238095,0.8023936170212764
ENSG00000129646,-0.7601352380952395,1.2749674921097056e-05,0.4880219103554495,0.3831547188740328,0.019047619047619,False,0.7601352380952395,0.4880219103554495,0.019047619047619,0.8023936170212764
ENSG00000091704,-6.942342857142856,5.869724937526171e-06,-2.528529728931229,1.1213924452214201e-13,0.0095238095238095,True,6.942342857142856,2.528529728931229,0.0095238095238095,0.8022163120567376
ENSG00000114204,-5.470186666666666,6.817411791621982e-06,-2.9716361647028826,2.605939737437246e-15,0.0095238095238095,True,5.470186666666666,2.9716361647028826,0.0095238095238095,0.8018617021276595
ENSG00000266200,-5.752883809523811,0.0001025972068149,-2.018625846117441,4.115219505407333e-05,0.0095238095238095,True,5.752883809523811,2.018625846117441,0.0095238095238095,0.8004432624113473
ENSG00000138161,-5.337852380952382,1.527469679020119e-05,-1.877221795054023,2.389512070585937e-12,0.0095238095238095,True,5.337852380952382,1.877221795054023,0.0095238095238095,0.7990248226950354
ENSG00000087510,0.7123038095238101,0.0578923950702199,-0.3974914644207565,0.1062937062937063,0.0285714285714285,False,0.7123038095238101,0.3974914644207565,0.0285714285714285,0.7981382978723404
ENSG00000102531,-0.3934980952380975,6.444820131946804e-06,-0.812401779560588,3.547608890178619e-13,0.019047619047619,True,0.3934980952380975,0.812401779560588,0.019047619047619,0.7972517730496453
ENSG00000130508,0.5565000000000051,0.0194395834485154,0.5576381194365787,2.2437484771795058e-11,0.019047619047619,True,0.5565000000000051,0.5576381194365787,0.019047619047619,0.7963652482269503
ENSG00000131746,4.766642857142855,1.7200147903040432e-08,1.4709914417761816,1.1148769390098013e-15,0.0095238095238095,True,4.766642857142855,1.4709914417761816,0.0095238095238095,0.7954787234042553
ENSG00000010438,-2.6342638095238087,0.0009631678128055,-2.514780026910888,1.3803584465654895e-11,0.0095238095238095,True,2.6342638095238087,2.514780026910888,0.0095238095238095,0.7949468085106381
ENSG00000151224,-2.763886666666666,4.1759060231588335e-06,-1.8748194960312183,4.854785421040191e-12,0.0095238095238095,True,2.763886666666666,1.8748194960312183,0.0095238095238095,0.7945921985815603
ENSG00000205420,6.345510476190475,1.8537767437778293e-07,1.285281645485064,8.695405182971932e-06,0.0095238095238095,True,6.345510476190475,1.285281645485064,0.0095238095238095,0.792996453900709
ENSG00000138356,-2.596626666666665,1.0087485818810554e-08,-1.8712099577908283,4.017606357653338e-18,0.0095238095238095,True,2.596626666666665,1.8712099577908283,0.0095238095238095,0.792996453900709
ENSG00000119922,0.5879247619047625,0.0094622383967557,0.5195232831173549,2.9417576394476825e-08,0.019047619047619,True,0.5879247619047625,0.5195232831173549,0.019047619047619,0.7928191489361702
ENSG00000175497,-3.167642857142857,1.6406208027575948e-05,-1.442013197264366,0.0030732958879411,0.0095238095238095,True,3.167642857142857,1.442013197264366,0.0095238095238095,0.7926418439716312
ENSG00000165238,-2.70870761904762,7.361353367401608e-07,-1.6350026571325351,1.1945967496161348e-17,0.0095238095238095,True,2.70870761904762,1.6350026571325351,0.0095238095238095,0.7924645390070921
ENSG00000167754,2.5537038095238094,0.0005607773702556,-1.7172024655424654,0.0002877019779971,0.0095238095238095,False,2.5537038095238094,1.7172024655424654,0.0095238095238095,0.791223404255319
ENSG00000151150,-0.5280314285714258,0.0014223256468198,-0.5547748358530349,2.8960642183070978e-11,0.019047619047619,True,0.5280314285714258,0.5547748358530349,0.019047619047619,0.7906914893617021
ENSG00000169862,-3.245077142857141,3.3345633161377893e-08,-1.3560858084205591,8.833520864585938e-11,0.0095238095238095,True,3.245077142857141,1.3560858084205591,0.0095238095238095,0.7906914893617021
ENSG00000116299,-2.2913847619047605,3.083904300349248e-07,-2.0317693797533742,1.3767696692642282e-15,0.0095238095238095,True,2.2913847619047605,2.0317693797533742,0.0095238095238095,0.7901595744680849
ENSG00000087116,0.3489438095238117,0.1347023885897867,0.8934101286116345,2.313384846705088e-11,0.019047619047619,True,0.3489438095238117,0.8934101286116345,0.019047619047619,0.7898049645390071
ENSG00000169035,5.396733333333333,4.682102364612147e-07,1.207564176847864,6.90718312827256e-08,0.0095238095238095,True,5.396733333333333,1.207564176847864,0.0095238095238095,0.7892730496453899
ENSG00000189334,2.695697142857142,3.072369169345392e-09,1.4079726100839096,1.575509849179583e-15,0.0095238095238095,True,2.695697142857142,1.4079726100839096,0.0095238095238095,0.788918439716312
ENSG00000130294,-2.895009523809522,4.67071730645688e-08,-1.3054716132807087,5.067127689316021e-15,0.0095238095238095,True,2.895009523809522,1.3054716132807087,0.0095238095238095,0.788918439716312
ENSG00000148053,-2.6763628571428573,9.010193806587554e-10,-1.3151392698043765,9.794296921576273e-08,0.0095238095238095,True,2.6763628571428573,1.3151392698043765,0.0095238095238095,0.7873226950354608
ENSG00000146038,-2.331299047619048,2.208323695478672e-06,-1.491985544153863,6.364183019982577e-14,0.0095238095238095,True,2.331299047619048,1.491985544153863,0.0095238095238095,0.7867907801418439
ENSG00000055955,-2.35163238095238,0.0001150164750085,0.2736466408745386,5.8771766863564834e-05,0.019047619047619,False,2.35163238095238,0.2736466408745386,0.019047619047619,0.7864361702127659
ENSG00000172915,-0.9861723809523806,3.8978376921186785e-08,-0.3598550769097492,4.745011812935625e-10,0.019047619047619,True,0.9861723809523806,0.3598550769097492,0.019047619047619,0.7843085106382979
ENSG00000110436,-2.870572380952381,7.624757313478919e-06,-1.15242814067269,6.04571661496739e-05,0.0095238095238095,True,2.870572380952381,1.15242814067269,0.0095238095238095,0.7839539007092198
ENSG00000086548,3.4710238095238086,3.8028725200979213e-07,1.1246744016215438,1.992164564911407e-09,0.0095238095238095,True,3.4710238095238086,1.1246744016215438,0.0095238095238095,0.7835992907801419
ENSG00000123165,0.4442657142857142,0.054835873288495,0.6015844747190222,0.0006232171885677,0.019047619047619,True,0.4442657142857142,0.6015844747190222,0.019047619047619,0.7832446808510638
ENSG00000167755,5.794837142857142,1.3343249063488167e-08,1.0510358864684832,1.91863424646602e-08,0.0095238095238095,True,5.794837142857142,1.0510358864684832,0.0095238095238095,0.7832446808510638
ENSG00000113319,0.4246580952380956,0.0584119437283111,0.6249503687161564,2.4158798906750447e-06,0.019047619047619,True,0.4246580952380956,0.6249503687161564,0.019047619047619,0.7820035460992907
ENSG00000197444,-2.197874285714285,8.875970991022838e-08,-1.288018745239782,4.09039671677123e-17,0.0095238095238095,True,2.197874285714285,1.288018745239782,0.0095238095238095,0.7809397163120566
ENSG00000012223,-0.3981171428571439,0.6339935811510786,0.651890609356899,0.2388703084355258,0.019047619047619,False,0.3981171428571439,0.651890609356899,0.019047619047619,0.7800531914893616
ENSG00000168079,-3.014993333333333,1.0432519376503542e-05,-1.073647113160927,0.0019980019980019,0.0095238095238095,True,3.014993333333333,1.073647113160927,0.0095238095238095,0.7798758865248228
ENSG00000166535,3.558428571428571,7.259856225984032e-05,1.039220289385014,9.28723867698676e-05,0.0095238095238095,True,3.558428571428571,1.039220289385014,0.0095238095238095,0.7798758865248225
ENSG00000182022,0.2746819047619038,0.0239684982379888,0.793056742427158,0.0076872021952113,0.0285714285714285,True,0.2746819047619038,0.793056742427158,0.0285714285714285,0.7791666666666666
ENSG00000128294,-1.9464152380952375,1.611551515178601e-05,-1.3623573657010617,1.1941341292650992e-13,0.0095238095238095,True,1.9464152380952375,1.3623573657010617,0.0095238095238095,0.7786347517730496
ENSG00000169436,0.7098371428571397,0.0638993974496415,0.4198791896817724,0.0285114004634203,0.019047619047619,True,0.7098371428571397,0.4198791896817724,0.019047619047619,0.7784574468085106
ENSG00000105388,5.581319999999999,4.492454773386655e-07,0.9724876682128852,2.7079656153774638e-06,0.0095238095238095,True,5.581319999999999,0.9724876682128852,0.0095238095238095,0.7782801418439715
ENSG00000092853,1.1543485714285715,1.4637474538220853e-08,-0.3169214326818448,0.6611721611721613,0.019047619047619,False,1.1543485714285715,0.3169214326818448,0.019047619047619,0.7779255319148937
ENSG00000141401,-1.54284,0.0002462972394562,-2.278838716771688,1.9090893598024769e-13,0.0095238095238095,True,1.54284,2.278838716771688,0.0095238095238095,0.7775709219858156
ENSG00000112769,0.5714019047619043,0.0005248531451788,0.3860928459156412,8.34916568807155e-09,0.0285714285714285,True,0.5714019047619043,0.3860928459156412,0.0285714285714285,0.7773936170212766
ENSG00000164756,-2.49023333333333,1.4732211956719424e-05,-1.0805339059219108,8.223599136029355e-05,0.0095238095238095,True,2.49023333333333,1.0805339059219108,0.0095238095238095,0.7763297872340424
ENSG00000160949,0.974531428571428,4.7765536104165746e-08,0.3400735964230925,0.0043422288194683,0.019047619047619,True,0.974531428571428,0.3400735964230925,0.019047619047619,0.7757978723404255
ENSG00000122641,1.602222857142861,3.018700051562353e-07,1.553961975665647,1.37980241741513e-17,0.0095238095238095,True,1.602222857142861,1.553961975665647,0.0095238095238095,0.7745567375886524
ENSG00000145113,3.9034590476190463,1.31377139029896e-07,0.9354255614831288,2.751783522327714e-06,0.0095238095238095,True,3.9034590476190463,0.9354255614831288,0.0095238095238095,0.7743794326241134
ENSG00000135253,1.781735238095238,1.0181938315118233e-06,-1.2619968524856515,9.55738698272393e-06,0.0095238095238095,False,1.781735238095238,1.2619968524856515,0.0095238095238095,0.7742021276595743
ENSG00000162849,1.0738295238095237,0.0001829274437403,0.3169183664132582,0.0108641772414895,0.019047619047619,True,1.0738295238095237,0.3169183664132582,0.019047619047619,0.7736702127659574
ENSG00000187908,2.5614838095238124,0.0007031993899201,1.0023678944794696,1.2345515282026393e-05,0.0095238095238095,True,2.5614838095238124,1.0023678944794696,0.0095238095238095,0.7731382978723405
ENSG00000137573,1.5117961904761916,4.881019205034325e-07,1.5467515570929071,1.487042497922845e-18,0.0095238095238095,True,1.5117961904761916,1.5467515570929071,0.0095238095238095,0.7724290780141843
ENSG00000261150,2.180914285714284,2.1639086024184376e-08,1.074765093644256,3.5945812119685663e-19,0.0095238095238095,True,2.180914285714284,1.074765093644256,0.0095238095238095,0.7720744680851064
ENSG00000166123,-1.356004761904762,0.0020231139291383,-1.7648435991375635,1.4955459438392387e-14,0.0095238095238095,True,1.356004761904762,1.7648435991375635,0.0095238095238095,0.7701241134751773
ENSG00000171431,1.7481733333333342,0.0383440256770959,0.2556066871392275,0.5148942056044817,0.019047619047619,True,1.7481733333333342,0.2556066871392275,0.019047619047619,0.7694148936170213
ENSG00000115641,1.33126857142857,2.6562072171306332e-08,1.747209051116407,1.1082102382963453e-19,0.0095238095238095,True,1.33126857142857,1.747209051116407,0.0095238095238095,0.7685283687943261
ENSG00000103888,2.5412952380952394,1.2439406117856456e-08,0.9290065987289786,9.442697857034982e-09,0.0095238095238095,True,2.5412952380952394,0.9290065987289786,0.0095238095238095,0.7683510638297872
ENSG00000130589,0.9227323809523824,1.3738035869803923e-06,0.2672430946179425,1.5210251089670442e-05,0.0285714285714285,True,0.9227323809523824,0.2672430946179425,0.0285714285714285,0.7672872340425532
ENSG00000091583,-2.555762857142857,1.1954989809601251e-06,0.8932628292046303,2.308439754580678e-11,0.0095238095238095,False,2.555762857142857,0.8932628292046303,0.0095238095238095,0.766578014184397
ENSG00000173175,-1.8221228571428585,1.6814083782019186e-08,-1.0549002563967953,1.2508990837164211e-05,0.0095238095238095,True,1.8221228571428585,1.0549002563967953,0.0095238095238095,0.7662234042553191
ENSG00000077782,-1.0983380952381,1.4285269238233016e-08,-0.2981905496432873,0.0007388552193241,0.019047619047619,True,1.0983380952381,0.2981905496432873,0.019047619047619,0.7656914893617021
ENSG00000079308,-0.7647495238095257,2.1653644519725124e-06,0.3598197773230573,3.234904342366112e-08,0.019047619047619,False,0.7647495238095257,0.3598197773230573,0.019047619047619,0.7653368794326241
ENSG00000167880,1.7981695238095234,1.1069533973874808e-08,1.0456219924583363,1.7242981848886837e-18,0.0095238095238095,True,1.7981695238095234,1.0456219924583363,0.0095238095238095,0.7653368794326241
ENSG00000198910,0.3883276190476197,0.5624074711343363,-0.592973068419461,1.3937950593796508e-07,0.019047619047619,False,0.3883276190476197,0.592973068419461,0.019047619047619,0.764982269503546
ENSG00000168386,-0.3586076190476213,0.0124307797444008,0.6414471690726771,6.713427071483593e-11,0.019047619047619,False,0.3586076190476213,0.6414471690726771,0.019047619047619,0.7646276595744681
ENSG00000075426,0.2523295238095269,0.0481643748242568,1.1408123827768542,7.975802406885734e-14,0.019047619047619,True,0.2523295238095269,1.1408123827768542,0.019047619047619,0.7646276595744681
ENSG00000077522,-1.28545238095238,1.1043135265861049e-07,1.467243881917316,1.4247001691724668e-10,0.0095238095238095,False,1.28545238095238,1.467243881917316,0.0095238095238095,0.764450354609929
ENSG00000073417,-0.4941076190476199,9.158447286369738e-06,-0.4884427785679541,8.023292090152804e-05,0.019047619047619,True,0.4941076190476199,0.4884427785679541,0.019047619047619,0.76427304964539
ENSG00000105989,2.0770838095238098,5.2225144049404215e-08,0.9566701441725912,2.9590057616789275e-10,0.0095238095238095,True,2.0770838095238098,0.9566701441725912,0.0095238095238095,0.7637411347517731
ENSG00000101187,2.342750476190475,8.765942917682235e-09,0.8776400068212595,0.0097465134797923,0.0095238095238095,True,2.342750476190475,0.8776400068212595,0.0095238095238095,0.762677304964539
ENSG00000124507,-1.2724866666666663,0.0002873891867055,-1.41243583589252,1.7914931481124632e-10,0.0095238095238095,True,1.2724866666666663,1.41243583589252,0.0095238095238095,0.7621453900709219
ENSG00000143819,-1.1982190476190482,3.7293497664173256e-08,-1.4582012803089557,8.607811087796476e-13,0.0095238095238095,True,1.1982190476190482,1.4582012803089557,0.0095238095238095,0.7607269503546099
